trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
547,False,"{'a': 0.4, 'e': 0.46071118925814536}",35,17,-50.22387556997553,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
548,False,"{'a': 0.4, 'e': 0.4589351687968472}",25,1,-34.674805336160006,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 0}",1
549,False,"{'a': 0.4, 'e': 0.45715731259548575}",25,10,5.168019834744498,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
550,False,"{'a': 0.4, 'e': 0.45537762776548346}",20,10,-4.016024049352227,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
551,False,"{'a': 0.4, 'e': 0.4535961214255773}",30,13,1.589144636861827,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.4, 'e': 0.4518128007017902}",25,14,-54.54550866994075,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
553,False,"{'a': 0.4, 'e': 0.45002767272740274}",20,10,15.141196643151952,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.4, 'e': 0.4482407446429244}",20,2,3.1885081889987896,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
555,False,"{'a': 0.4, 'e': 0.4464520235960651}",35,20,8.31728747069908,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.4, 'e': 0.44466151674170673}",20,0,-50.23121452933203,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
557,False,"{'a': 0.4, 'e': 0.4428692312418743}",20,11,14.250298767898297,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.4, 'e': 0.44107517426570736}",30,5,18.094677838106122,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.4, 'e': 0.43927935298943144}",35,8,6.735211662701507,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",1
560,False,"{'a': 0.4, 'e': 0.4374817745963293}",20,0,-46.95271251325595,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
561,False,"{'a': 0.4, 'e': 0.43568244627671204}",20,0,-59.03326330828571,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
562,False,"{'a': 0.4, 'e': 0.43388137522789066}",20,6,12.281890748715297,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.4, 'e': 0.4320785686541468}",20,1,-22.86994244235699,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
564,False,"{'a': 0.4, 'e': 0.4302740337667045}",20,2,-44.481587466231126,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
565,False,"{'a': 0.4, 'e': 0.42846777778370077}",30,11,3.1712474315924517,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
566,False,"{'a': 0.4, 'e': 0.42665980793015723}",20,6,-11.106547539621355,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
567,False,"{'a': 0.4, 'e': 0.4248501314379508}",20,9,16.756399962823817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.4, 'e': 0.42303875554578513}",20,0,-91.46627856440166,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
569,False,"{'a': 0.4, 'e': 0.42122568749916134}",20,8,11.35013624892589,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.4, 'e': 0.4194109345503491}",20,13,1.2640162246677022,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.4, 'e': 0.41759450395835795}",20,0,-27.9780402319305,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
572,False,"{'a': 0.4, 'e': 0.4157764029889078}",20,4,-43.916516032542184,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
573,False,"{'a': 0.4, 'e': 0.4139566389144}",30,16,16.176673531720155,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.4, 'e': 0.4121352190138885}",20,12,17.27828613526644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.4, 'e': 0.4103121505730504}",25,5,-27.634798663346047,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
576,False,"{'a': 0.4, 'e': 0.40848744088415717}",30,5,-7.361871577697301,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",1
577,False,"{'a': 0.4, 'e': 0.40666109724604504}",35,8,-74.11715136916185,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 1}",1
578,False,"{'a': 0.4, 'e': 0.4048331269640863}",35,21,-11.219404152920003,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
579,False,"{'a': 0.4, 'e': 0.4030035373501593}",25,0,22.6124320480215,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
580,False,"{'a': 0.4, 'e': 0.4011723357226203}",30,4,10.127417240284299,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
581,False,"{'a': 0.4, 'e': 0.3993395294062732}",25,14,19.7073334180134,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.4, 'e': 0.397505125732341}",20,3,-22.059969218058146,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
583,False,"{'a': 0.4, 'e': 0.39566913203843584}",20,10,5.530985104157271,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.4, 'e': 0.3938315556685301}",25,0,14.426959148606834,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
585,False,"{'a': 0.4, 'e': 0.39199240397292684}",20,0,-34.90998500057992,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
586,False,"{'a': 0.4, 'e': 0.3901516843082303}",20,10,13.190806120914667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.4, 'e': 0.38830940403731673}",30,19,-40.86226995662629,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
588,False,"{'a': 0.4, 'e': 0.38646557052930475}",20,1,-35.02795764717034,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
589,False,"{'a': 0.4, 'e': 0.38462019115952595}",25,17,8.788996031343332,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.4, 'e': 0.3827732733094953}",25,5,-14.206139348605513,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
591,False,"{'a': 0.4, 'e': 0.3809248243668818}",20,0,-48.461437024799274,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
592,False,"{'a': 0.4, 'e': 0.3790748517254788}",20,6,2.6696576972920596,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
593,False,"{'a': 0.4, 'e': 0.37722336278517427}",25,1,-25.465174761966956,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 0}",1
594,False,"{'a': 0.4, 'e': 0.37537036495192155}",25,16,15.855835333841986,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.4, 'e': 0.37351586563770955}",20,8,-1.576220875668283,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
596,False,"{'a': 0.4, 'e': 0.371659872260533}",20,0,-53.321823088239675,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
597,False,"{'a': 0.4, 'e': 0.36980239224436295}",25,13,10.402108566175212,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.4, 'e': 0.36794343301911697}",25,6,-43.39235692532463,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
599,False,"{'a': 0.4, 'e': 0.36608300202062954}",20,0,-73.55918693763705,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
600,False,"{'a': 0.4, 'e': 0.36422110669062213}",25,17,14.675462399156734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.4, 'e': 0.3623577544766736}",30,18,24.119794635895445,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.4, 'e': 0.3604929528321903}",25,5,-13.564791661202957,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
603,False,"{'a': 0.4, 'e': 0.35862670921637635}",25,2,28.701028747896217,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.4, 'e': 0.35675903109420365}",20,1,-14.68002354231032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
605,False,"{'a': 0.4, 'e': 0.3548899259363823}",20,0,-60.23031742178464,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
606,False,"{'a': 0.4, 'e': 0.35301940121933034}",20,10,17.618660924971927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.4, 'e': 0.3511474644251443}",20,9,-34.056703312891194,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
608,False,"{'a': 0.4, 'e': 0.34927412304156863}",25,9,18.363448480159505,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.4, 'e': 0.34739938456196656}",20,12,5.342394532928455,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.4, 'e': 0.3455232564852894}",20,11,12.138201369544078,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.4, 'e': 0.34364574631604705}",25,15,-36.600241560060496,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
612,False,"{'a': 0.4, 'e': 0.3417668615642776}",35,15,17.314045206388197,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.4, 'e': 0.3398866097455176}",20,11,17.366904557634847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.4, 'e': 0.33800499838077175}",25,7,-41.66333185092428,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
615,False,"{'a': 0.4, 'e': 0.3361220349964831}",25,14,9.933314465631415,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.4, 'e': 0.3342377271245026}",25,2,-5.4457737398214485,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 0}",1
617,False,"{'a': 0.4, 'e': 0.33235208230205926}",20,0,-36.713537524747146,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
618,False,"{'a': 0.4, 'e': 0.33046510807172985}",25,9,-28.67269463996775,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
619,False,"{'a': 0.4, 'e': 0.3285768119814088}",20,12,13.97326021769907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.4, 'e': 0.3266872015842779}",20,14,-7.986538545892674,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.4, 'e': 0.32479628443877623}",25,7,-19.849930665906566,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
622,False,"{'a': 0.4, 'e': 0.3229040681085699}",20,2,-15.97239409026946,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
623,False,"{'a': 0.4, 'e': 0.32101056016252166}",25,5,-33.21553054172817,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
624,False,"{'a': 0.4, 'e': 0.31911576817466075}",25,0,-14.757431785102321,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
625,False,"{'a': 0.4, 'e': 0.3172196997241527}",20,8,-3.41105588602589,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
626,False,"{'a': 0.4, 'e': 0.3153223623952687}",20,11,4.602372434809396,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.4, 'e': 0.3134237637773555}",20,9,10.013282151410072,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.4, 'e': 0.31152391146480507}",20,0,-52.84961213823482,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
629,False,"{'a': 0.4, 'e': 0.3096228130570242}",25,12,-29.10631356059172,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
630,False,"{'a': 0.4, 'e': 0.3077204761584039}",25,18,14.653412627043359,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.4, 'e': 0.3058169083782893}",30,9,-94.56790043423734,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 1}",1
632,False,"{'a': 0.4, 'e': 0.3039121173309489}",25,14,-2.403464412394455,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
633,False,"{'a': 0.4, 'e': 0.30200611063554444}",20,12,15.493529441070038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.4, 'e': 0.3000988959161001}",25,10,-36.267539734996475,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
635,False,"{'a': 0.4, 'e': 0.2981904808014722}",30,0,-7.481448425181606,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
636,False,"{'a': 0.4, 'e': 0.2962808729253187}",20,6,15.769702734857855,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.4, 'e': 0.29437007992606856}",20,0,-85.88872367446906,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
638,False,"{'a': 0.4, 'e': 0.29245810944689116}",20,0,-50.80823716706767,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
639,False,"{'a': 0.4, 'e': 0.29054496913566596}",25,13,-29.87204554323992,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
640,False,"{'a': 0.4, 'e': 0.2886306666449516}",25,13,-2.223569593850657,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.4, 'e': 0.28671520963195546}",20,9,-16.14457818758676,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
642,False,"{'a': 0.4, 'e': 0.28479860575850313}",25,6,13.745145527799131,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.4, 'e': 0.2828808626910075}",30,20,14.359071510965633,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.4, 'e': 0.28096198810043826}",30,21,-8.383519670423398,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
645,False,"{'a': 0.4, 'e': 0.2790419896622912}",25,10,26.192373611871453,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.4, 'e': 0.2771208750565576}",20,10,-23.374964410098833,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
647,False,"{'a': 0.4, 'e': 0.2751986519676933}",25,2,-9.202994025149605,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
648,False,"{'a': 0.4, 'e': 0.273275328084588}",25,10,-45.738971115797035,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
649,False,"{'a': 0.4, 'e': 0.2713509111005347}",20,3,-12.277348606444262,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
650,False,"{'a': 0.4, 'e': 0.26942540871319887}",25,8,17.804078557738585,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.4, 'e': 0.26749882862458735}",25,12,-2.260147357669458,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
652,False,"{'a': 0.4, 'e': 0.265571178541018}",20,2,14.391097619225588,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.4, 'e': 0.2636424661730887}",30,6,-40.950913475021004,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
654,False,"{'a': 0.4, 'e': 0.2617126992356461}",20,10,-23.540545272995093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
655,False,"{'a': 0.4, 'e': 0.25978188544775555}",30,19,-12.90473987271682,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
656,False,"{'a': 0.4, 'e': 0.2578500325326696}",30,16,-40.606774240141306,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
657,False,"{'a': 0.4, 'e': 0.2559171482177973}",20,0,-10.785633885247446,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
658,False,"{'a': 0.4, 'e': 0.2539832402346734}",30,23,12.045890316853061,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.4, 'e': 0.25204831631892716}",35,24,21.55999605197377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.4, 'e': 0.25011238421025167}",25,13,22.80263984576869,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.4, 'e': 0.2481754516523729}",30,15,14.072341170726144,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.4, 'e': 0.24623752639301838}",25,11,27.621313196937944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.4, 'e': 0.24429861618388662}",20,0,-7.847324742339987,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
664,False,"{'a': 0.4, 'e': 0.24235872878061585}",25,12,-30.898762334175395,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
665,False,"{'a': 0.4, 'e': 0.2404178719427531}",25,10,11.190558975325253,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.4, 'e': 0.23847605343372313}",20,0,-4.022509498985733,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
667,False,"{'a': 0.4, 'e': 0.2365332810207974}",20,8,-1.8821762631845065,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
668,False,"{'a': 0.4, 'e': 0.23458956247506296}",20,15,7.666744202059391,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.4, 'e': 0.23264490557139142}",25,17,-8.298832150959793,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
670,False,"{'a': 0.4, 'e': 0.23069931808840777}",20,0,0.10214355842264577,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
671,False,"{'a': 0.4, 'e': 0.22875280780845939}",25,15,18.923380051177542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.4, 'e': 0.22680538251758475}",20,5,1.9356026478407722,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
673,False,"{'a': 0.4, 'e': 0.22485705000548248}",20,14,10.546921848800404,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.4, 'e': 0.22290781806547996}",20,0,-62.26656213758121,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
675,False,"{'a': 0.4, 'e': 0.22095769449450242}",20,3,18.184924070704643,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.4, 'e': 0.2190066870930415}",20,6,15.953954350465914,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.4, 'e': 0.2170548036651242}",20,11,17.102199738497447,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.4, 'e': 0.21510205201828167}",25,11,7.69408328862813,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.4, 'e': 0.21314843996351784}",20,15,10.211094563824945,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.4, 'e': 0.2111939753152784}",30,20,-24.700097775179515,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
681,False,"{'a': 0.4, 'e': 0.20923866589141926}",30,19,9.233474651674193,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.4, 'e': 0.20728251951317553}",20,0,10.99981038684285,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
683,False,"{'a': 0.4, 'e': 0.20532554400513015}",25,11,15.989763495513625,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.4, 'e': 0.2033677471951825}",20,14,9.552375434155485,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.4, 'e': 0.20140913691451723}",20,11,17.03830796507485,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.4, 'e': 0.19944972099757285}",20,13,1.9751204460194018,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.4, 'e': 0.19748950728201042}",20,16,7.021419220077654,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.4, 'e': 0.19552850360868218}",30,11,-24.853345318757164,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
689,False,"{'a': 0.4, 'e': 0.1935667178216002}",20,6,6.434154351976837,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.4, 'e': 0.19160415776790501}",20,11,14.061980243007998,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.4, 'e': 0.18964083129783424}",20,14,9.356037739237047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.4, 'e': 0.18767674626469114}",35,17,-102.36992260053692,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
693,False,"{'a': 0.4, 'e': 0.1857119105248132}",20,11,14.911047845192352,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.4, 'e': 0.18374633193754078}",20,6,-15.599986666965517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
695,False,"{'a': 0.4, 'e': 0.18178001836518562}",35,23,11.751269333816236,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.4, 'e': 0.17981297767299934}",20,5,29.81452740496607,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.4, 'e': 0.17784521772914214}",20,8,-3.4293416856604306,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.4, 'e': 0.17587674640465115}",25,13,-14.488985843234378,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
699,False,"{'a': 0.4, 'e': 0.17390757157340905}",30,15,30.206396391597877,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.4, 'e': 0.1719377011121125}",20,9,19.3421026716071,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.4, 'e': 0.16996714290024081}",20,6,-8.938157586169243,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
702,False,"{'a': 0.4, 'e': 0.1679959048200241}",20,6,12.867894718441299,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.4, 'e': 0.1660239947564121}",25,3,24.23699143295321,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.4, 'e': 0.16405142059704247}",30,24,12.32927480992425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.4, 'e': 0.1620781902322094}",30,15,17.689828654695408,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.4, 'e': 0.16010431155483126}",20,0,26.622548650090913,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.4, 'e': 0.1581297924604204}",30,22,1.6521375912744776,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
708,False,"{'a': 0.4, 'e': 0.15615464084705052}",20,12,8.681082187170464,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.4, 'e': 0.15417886461532546}",20,13,14.108699897752793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.4, 'e': 0.15220247166834752}",30,15,31.789682676632097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.4, 'e': 0.15022546991168584}",25,14,-2.0270611173885307,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
712,False,"{'a': 0.4, 'e': 0.14824786725334482}",20,0,6.465781009338373,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
713,False,"{'a': 0.4, 'e': 0.14626967160373244}",35,11,-6.76777332118129,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
714,False,"{'a': 0.4, 'e': 0.14429089087562866}",30,21,16.23670110341116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.4, 'e': 0.14231153298415378}",20,10,10.084054658169292,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
716,False,"{'a': 0.4, 'e': 0.1403316058467367}",20,10,19.188014521393455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.4, 'e': 0.13835111738308337}",20,6,10.893821009718206,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.4, 'e': 0.13637007551514496}",20,15,10.115065837906133,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.4, 'e': 0.13438848816708632}",20,14,11.617753894061083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.4, 'e': 0.13240636326525418}",20,13,11.567832629214402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.4, 'e': 0.13042370873814554}",20,7,27.212207243659474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.4, 'e': 0.12844053251637583}",25,17,5.539865976441964,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.4, 'e': 0.12645684253264733}",20,13,12.88954985588661,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.4, 'e': 0.12447264672171729}",20,7,-17.14763534864485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
725,False,"{'a': 0.4, 'e': 0.12248795302036633}",20,13,13.821907161452735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.4, 'e': 0.1205027693673666}",20,13,13.00083015908553,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.4, 'e': 0.11851710370345009}",35,20,17.62619539098913,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.4, 'e': 0.11653096397127677}",20,16,7.339361682956983,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.4, 'e': 0.11454435811540295}",20,2,-12.687606054209176,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
730,False,"{'a': 0.4, 'e': 0.11255729408224939}",20,10,8.14785196298779,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.4, 'e': 0.11056977982006957}",20,15,9.26132976618659,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
